"";"company_id";"indicator_id";"2011";"2012";"2013";"2014";"2015";"2016";"empresa"
"224";1443669;"ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber";NA;802990;458219;510668;409301;320973;"Proto Labs"
"225";1443669;"ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice";NA;5,91;9,46;13,85;19,28;34,65;"Proto Labs"
"226";1443669;"ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue";NA;19600000;33200000;16300000;18600000;11100000;"Proto Labs"
"227";1443669;"ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod";NA;500;39945;6769;26519;87719;"Proto Labs"
"228";1443669;"ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross";NA;259800;187615;116050;110335;117480;"Proto Labs"
"229";1443669;"ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue";NA;47900000;59600000;41500000;22200000;7400000;"Proto Labs"
"230";1443669;"ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber";NA;1691357;1143250;998987;766042;569639;"Proto Labs"
"231";1443669;"ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice";NA;11,11;19,03;26,49;36,52;45;"Proto Labs"
"232";1443669;"ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedInPeriodFairValue";NA;1300000;NA;NA;NA;NA;"Proto Labs"
"233";1443669;"ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice";NA;2,41;7,79;13,77;14,36;16,65;"Proto Labs"
"234";1443669;"ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice";NA;30,58;23,48;26,23;51,72;61,41;"Proto Labs"
"235";1443669;"ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice";NA;28,67;49,69;72,17;67,36;57,99;"Proto Labs"
"236";1443669;"SharePrice";NA;31;NA;NA;NA;NA;"Proto Labs"
"237";1443669;"SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1";NA;26900000;28300000;27200000;18400000;6800000;"Proto Labs"
"238";1443669;"SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares";NA;NA;NA;NA;124393;NA;"Proto Labs"
"239";1443669;"SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue";NA;NA;NA;NA;68,97;NA;"Proto Labs"
"240";1443669;"SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1";NA;NA;2400000;3200000;2800000;3600000;"Proto Labs"
"241";1443669;"SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares";NA;NA;NA;NA;16863;NA;"Proto Labs"
"242";1443669;"SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedWeightedAverageGrantDateFairValue";NA;NA;NA;NA;69,25;NA;"Proto Labs"
"243";1443669;"SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent";NA;0,85;0,85;0,85;0,85;0,85;"Proto Labs"
"244";1443669;"StockIssuedDuringPeriodSharesStockOptionsExercised";NA;667243;695777;253544;316761;226164;"Proto Labs"
"245";1443669;"StockIssuedDuringPeriodValueNewIssues";NA;71530000;NA;NA;NA;NA;"Proto Labs"
"246";1443669;"StockIssuedDuringPeriodValueStockOptionsExercised";NA;2975000;6496000;4820000;6254000;5715000;"Proto Labs"
"247";1443669;"StockholdersEquity";NA;156699000;211643000;265539000;327645000;379833000;"Proto Labs"
"248";1443669;"UndistributedEarningsOfForeignSubsidiaries";NA;6400000;11800000;20800000;25800000;26600000;"Proto Labs"
"249";1443669;"UnrecognizedTaxBenefits";NA;412000;695000;1295000;2769000;3796000;"Proto Labs"
"250";1443669;"UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions";NA;NA;64000;632000;919000;1077000;"Proto Labs"
"251";1443669;"UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions";NA;10000;239000;344000;555000;170000;"Proto Labs"
"252";1443669;"UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations";NA;NA;NA;376000;NA;220000;"Proto Labs"
"253";1443669;"WarrantsAndRightsOutstanding";NA;NA;0;NA;NA;NA;"Proto Labs"
"254";1443669;"WeightedAverageBasicSharesOutstandingProForma";NA;23373593;25198556;NA;NA;NA;"Proto Labs"
"255";1443669;"WeightedAverageNumberOfDilutedSharesOutstanding";NA;24443665;25859741;26100320;26320284;26564639;"Proto Labs"
"256";1443669;"WeightedAverageNumberOfSharesOutstandingBasic";NA;23373593;25198556;25692699;26005858;26365173;"Proto Labs"
"257";1561627;"AccountsPayableAndAccruedLiabilitiesCurrent";NA;NA;NA;8424000;NA;NA;"Exone CO"
"258";1561627;"AccountsPayableCurrent";NA;NA;1748000;2553000;3231000;2036000;"Exone CO"
"259";1561627;"AccountsReceivableNet";NA;NA;9042000;14238000;9368000;6447000;"Exone CO"
"260";1561627;"AccountsReceivableRelatedPartiesCurrent";NA;NA;NA;NA;31000;1000;"Exone CO"
"261";1561627;"AccruedIncomeTaxesCurrent";NA;NA;NA;306000;NA;NA;"Exone CO"
"262";1561627;"AccruedLiabilitiesCurrent";NA;NA;NA;NA;6410000;5124000;"Exone CO"
"263";1561627;"AccruedProfessionalFeesCurrent";NA;NA;880000;405000;203000;119000;"Exone CO"
"264";1561627;"AccruedSalesCommissionCurrent";NA;NA;NA;951000;588000;223000;"Exone CO"
"265";1561627;"AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment";NA;NA;5096000;7213000;11017000;13908000;"Exone CO"
"266";1561627;"AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax";NA;NA;NA;-8203000;-13535000;-14735000;"Exone CO"
"267";1561627;"AccumulatedOtherComprehensiveIncomeLossNetOfTax";NA;NA;-352000;-8203000;-13535000;-14735000;"Exone CO"
"268";1561627;"AdditionalPaidInCapital";NA;NA;153363000;154902000;NA;NA;"Exone CO"
"269";1561627;"AdditionalPaidInCapitalCommonStock";NA;NA;NA;NA;156627000;171116000;"Exone CO"
"270";1561627;"AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue";NA;NA;711000;1206000;1725000;1463000;"Exone CO"
"271";1561627;"AdvertisingExpense";NA;NA;0;0;0;0;"Exone CO"
"272";1561627;"AllocatedShareBasedCompensationExpense";NA;NA;711000;1206000;1725000;1463000;"Exone CO"
"273";1561627;"AllocatedShareBasedCompensationExpenseNetOfTax";NA;NA;711000;1206000;1725000;1463000;"Exone CO"
"274";1561627;"AllowanceForDoubtfulAccountsReceivableCurrent";NA;NA;63000;2431000;1920000;1566000;"Exone CO"
"275";1561627;"AmortizationOfFinancingCosts";NA;NA;NA;NA;NA;210000;"Exone CO"
"276";1561627;"AmortizationOfIntangibleAssets";NA;NA;NA;381000;418000;418000;"Exone CO"
"277";1561627;"Assets";NA;NA;158435000;133430000;107958000;104178000;"Exone CO"
"278";1561627;"AssetsCurrent";NA;NA;123548000;70592000;51467000;51599000;"Exone CO"
"279";1561627;"AssetsFairValueDisclosureRecurring";NA;NA;NA;NA;NA;0;"Exone CO"
"280";1561627;"BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1";NA;NA;NA;-185000;-193000;NA;"Exone CO"
"281";1561627;"BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment";NA;NA;5400000;NA;NA;NA;"Exone CO"
"282";1561627;"CapitalLeaseObligationsCurrent";NA;NA;549000;346000;82000;72000;"Exone CO"
"283";1561627;"CapitalLeaseObligationsNoncurrent";NA;NA;475000;164000;81000;10000;"Exone CO"
"284";1561627;"CapitalLeasesFutureMinimumPaymentsDue";NA;NA;NA;NA;163000;82000;"Exone CO"
"285";1561627;"CapitalLeasesFutureMinimumPaymentsDueCurrent";NA;NA;NA;NA;82000;72000;"Exone CO"
"286";1561627;"CapitalLeasesFutureMinimumPaymentsDueInFiveYears";NA;NA;NA;NA;0;0;"Exone CO"
"287";1561627;"CapitalLeasesFutureMinimumPaymentsDueInFourYears";NA;NA;NA;NA;2000;0;"Exone CO"
"288";1561627;"CapitalLeasesFutureMinimumPaymentsDueInThreeYears";NA;NA;NA;NA;7000;2000;"Exone CO"
"289";1561627;"CapitalLeasesFutureMinimumPaymentsDueInTwoYears";NA;NA;NA;NA;72000;8000;"Exone CO"
"290";1561627;"CapitalLeasesFutureMinimumPaymentsDueThereafter";NA;NA;NA;NA;0;0;"Exone CO"
"291";1561627;"CashAcquiredFromAcquisition";NA;NA;NA;201000;201000;201000;"Exone CO"
"292";1561627;"CashAndCashEquivalentsAtCarryingValue";NA;NA;98445000;36202000;19342000;27825000;"Exone CO"
"293";1561627;"CashAndCashEquivalentsPeriodIncreaseDecrease";NA;NA;95643000;-62243000;-16860000;NA;"Exone CO"
"294";1561627;"CashDivestedFromDeconsolidation";NA;NA;2327000;NA;0;NA;"Exone CO"
"295";1561627;"CommonStockParOrStatedValuePerShare";NA;NA;0,01;0,01;0,01;0,01;"Exone CO"
"296";1561627;"CommonStockSharesAuthorized";NA;NA;2e+08;2e+08;2e+08;2e+08;"Exone CO"
"297";1561627;"CommonStockSharesIssued";NA;NA;14387608;14417803;14446967;16017115;"Exone CO"
"298";1561627;"CommonStockSharesOutstanding";NA;NA;14387608;14417803;14446967;16017115;"Exone CO"
"299";1561627;"CommonStockValue";NA;NA;144000;144000;144000;160000;"Exone CO"
"300";1561627;"CommonUnitIssued";NA;NA;1e+07;NA;NA;NA;"Exone CO"
"301";1561627;"CommonUnitOutstanding";NA;NA;1e+07;NA;NA;NA;"Exone CO"
"302";1561627;"ComprehensiveIncomeNetOfTax";NA;NA;-6633000;-29694000;-31197000;-15798000;"Exone CO"
"303";1561627;"ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest";NA;NA;NA;NA;0;NA;"Exone CO"
"304";1561627;"ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest";NA;NA;-6633000;-29694000;-31197000;NA;"Exone CO"
"305";1561627;"ConstructionInProgressGross";NA;NA;12694000;4881000;452000;932000;"Exone CO"
"306";1561627;"ConvertiblePreferredStockSharesIssuedUponConversion";NA;NA;1998275;NA;NA;NA;"Exone CO"
"307";1561627;"CostOfGoodsSold";NA;NA;23907000;33443000;32010000;33626000;"Exone CO"
"308";1561627;"CurrentFederalTaxExpenseBenefit";NA;NA;NA;0;NA;NA;"Exone CO"
"309";1561627;"CurrentForeignTaxExpenseBenefit";NA;NA;NA;290000;95000;96000;"Exone CO"
"310";1561627;"CurrentIncomeTaxExpenseBenefit";NA;NA;NA;290000;95000;96000;"Exone CO"
"311";1561627;"DebtInstrumentCarryingAmount";NA;NA;NA;NA;NA;1812000;"Exone CO"
"312";1561627;"DebtInstrumentUnamortizedDiscount";NA;NA;NA;NA;NA;36000;"Exone CO"
"313";1561627;"DebtInstrumentUnamortizedDiscountCurrent";NA;NA;NA;NA;NA;6000;"Exone CO"
"314";1561627;"DebtInstrumentUnamortizedDiscountNoncurrent";NA;NA;NA;NA;NA;30000;"Exone CO"
"315";1561627;"DebtRelatedCommitmentFeesAndDebtIssuanceCosts";NA;NA;0;0;NA;NA;"Exone CO"
"316";1561627;"DeferredFederalIncomeTaxExpenseBenefit";NA;NA;NA;20000;-20000;NA;"Exone CO"
"317";1561627;"DeferredForeignIncomeTaxExpenseBenefit";NA;NA;NA;-151000;-248000;-29000;"Exone CO"
"318";1561627;"DeferredIncomeTaxExpenseBenefit";NA;NA;NA;-131000;-268000;-29000;"Exone CO"
"319";1561627;"DeferredIncomeTaxLiabilities";NA;NA;NA;794000;1790000;1813000;"Exone CO"
"320";1561627;"DeferredRevenue";NA;NA;NA;NA;NA;0;"Exone CO"
"321";1561627;"DeferredRevenueAndCreditsCurrent";NA;NA;916000;902000;7103000;7371000;"Exone CO"
"322";1561627;"DeferredTaxAssetsGrossCurrent";NA;NA;60000;NA;NA;NA;"Exone CO"
"323";1561627;"DeferredTaxAssetsInventory";NA;NA;NA;NA;796000;705000;"Exone CO"
"324";1561627;"DeferredTaxAssetsLiabilitiesNet";NA;NA;NA;-323000;NA;NA;"Exone CO"
"325";1561627;"DeferredTaxAssetsLiabilitiesNetCurrent";NA;NA;60000;NA;NA;NA;"Exone CO"
"326";1561627;"DeferredTaxAssetsLiabilitiesNetNoncurrent";NA;NA;-60000;NA;NA;NA;"Exone CO"
"327";1561627;"DeferredTaxAssetsNet";NA;NA;NA;471000;1762000;1813000;"Exone CO"
"328";1561627;"DeferredTaxAssetsOperatingLossCarryforwards";NA;NA;2694000;7375000;17475000;23516000;"Exone CO"
"329";1561627;"DeferredTaxAssetsOther";NA;NA;-306000;1012000;1447000;1305000;"Exone CO"
"330";1561627;"DeferredTaxAssetsPropertyPlantAndEquipment";NA;NA;820000;403000;NA;NA;"Exone CO"
"331";1561627;"DeferredTaxAssetsTaxCreditCarryforwards";NA;NA;874000;765000;779000;676000;"Exone CO"
"332";1561627;"DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities";NA;NA;591000;849000;699000;234000;"Exone CO"
"333";1561627;"DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts";NA;NA;NA;836000;655000;554000;"Exone CO"
"334";1561627;"DeferredTaxAssetsValuationAllowance";NA;NA;NA;11069000;20089000;25177000;"Exone CO"
"335";1561627;"DeferredTaxAssetsValuationAllowanceCurrent";NA;NA;1030000;NA;NA;NA;"Exone CO"
"336";1561627;"DeferredTaxAssetsValuationAllowanceNoncurrent";NA;NA;4142000;11069000;NA;NA;"Exone CO"
"337";1561627;"DeferredTaxLiabilities";NA;NA;NA;NA;28000;NA;"Exone CO"
"338";1561627;"DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts";NA;NA;-452000;-3e+05;NA;NA;"Exone CO"
"339";1561627;"DeferredTaxLiabilitiesNoncurrent";NA;NA;60000;NA;NA;NA;"Exone CO"
"340";1561627;"DeferredTaxLiabilitiesOther";NA;NA;1000;794000;847000;570000;"Exone CO"
"341";1561627;"DeferredTaxLiabilitiesPropertyPlantAndEquipment";NA;NA;NA;NA;943000;1243000;"Exone CO"
"342";1561627;"DefinedContributionPlanCostRecognized";NA;NA;92000;269000;365000;264000;"Exone CO"
"343";1561627;"DefinedContributionPlanEmployerMatchingContributionPercent";NA;NA;0,5;0,5;0,5;0,5;"Exone CO"
"344";1561627;"DefinedContributionPlanEmployerMatchingContributionPercentOfMatch";NA;NA;0,08;0,08;0,08;0,08;"Exone CO"
"345";1561627;"Depreciation";NA;NA;2372000;4139000;4809000;5241000;"Exone CO"
"346";1561627;"DepreciationAndAmortization";NA;NA;NA;4520000;5227000;5659000;"Exone CO"
"347";1561627;"DividendsPreferredStock";NA;NA;152000;NA;NA;NA;"Exone CO"
"348";1561627;"DueToRelatedPartiesCurrent";NA;NA;NA;NA;15000;NA;"Exone CO"
"349";1561627;"EarningsPerShareBasic";NA;NA;-0,51;-1,52;-1,79;-0,92;"Exone CO"
"350";1561627;"EarningsPerShareDiluted";NA;NA;-0,51;-1,52;-1,79;-0,92;"Exone CO"
"351";1561627;"EffectOfExchangeRateOnCashAndCashEquivalents";NA;NA;-39000;-398000;-390000;NA;"Exone CO"
"352";1561627;"EffectiveIncomeTaxRateContinuingOperations";NA;NA;1,062;-0,007;0,007;-0,005;"Exone CO"
"353";1561627;"EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate";NA;NA;0,34;0,34;0,34;0,34;"Exone CO"
"354";1561627;"EmployeeRelatedLiabilitiesCurrent";NA;NA;1581000;2087000;1816000;1661000;"Exone CO"
"355";1561627;"EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense";NA;NA;NA;0;0;0;"Exone CO"
"356";1561627;"FairValueAssumptionsRiskFreeInterestRate";NA;NA;0,002;0,002;NA;NA;"Exone CO"
"357";1561627;"FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLoss";NA;NA;NA;NA;-3000;NA;"Exone CO"
"358";1561627;"FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3";NA;NA;NA;NA;0;NA;"Exone CO"
"359";1561627;"FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3";NA;NA;NA;NA;0;NA;"Exone CO"
"360";1561627;"FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings";NA;NA;NA;NA;193000;NA;"Exone CO"
"361";1561627;"FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues";NA;NA;NA;NA;0;NA;"Exone CO"
"362";1561627;"FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases";NA;NA;NA;NA;0;NA;"Exone CO"
"363";1561627;"FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySales";NA;NA;NA;NA;0;NA;"Exone CO"
"364";1561627;"FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements";NA;NA;NA;NA;0;NA;"Exone CO"
"365";1561627;"FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue";NA;NA;NA;NA;0;NA;"Exone CO"
"366";1561627;"FederalIncomeTaxExpenseBenefitContinuingOperations";NA;NA;NA;20000;-20000;NA;"Exone CO"
"367";1561627;"FiniteLivedIntangibleAssetsAccumulatedAmortization";NA;NA;NA;377000;759000;1139000;"Exone CO"
"368";1561627;"FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive";NA;NA;NA;76000;11000;NA;"Exone CO"
"369";1561627;"FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths";NA;NA;NA;453000;415000;398000;"Exone CO"
"370";1561627;"FiniteLivedIntangibleAssetsAmortizationExpenseYearFive";NA;NA;NA;67000;66000;11000;"Exone CO"
"371";1561627;"FiniteLivedIntangibleAssetsAmortizationExpenseYearFour";NA;NA;NA;134000;67000;66000;"Exone CO"
"372";1561627;"FiniteLivedIntangibleAssetsAmortizationExpenseYearThree";NA;NA;NA;449000;127000;67000;"Exone CO"
"373";1561627;"FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo";NA;NA;NA;453000;410000;126000;"Exone CO"
"374";1561627;"FiniteLivedIntangibleAssetsGross";NA;NA;NA;2009000;1855000;1807000;"Exone CO"
"375";1561627;"FiniteLivedIntangibleAssetsNet";NA;NA;NA;1632000;1096000;668000;"Exone CO"
"376";1561627;"ForeignIncomeTaxExpenseBenefitContinuingOperations";NA;NA;NA;139000;-153000;67000;"Exone CO"
"377";1561627;"GainLossOnSaleOfPropertyPlantEquipment";NA;NA;NA;NA;-87000;-186000;"Exone CO"
"378";1561627;"Goodwill";NA;NA;NA;4665000;0;NA;"Exone CO"
"379";1561627;"GoodwillAcquiredDuringPeriod";NA;NA;NA;5092000;NA;NA;"Exone CO"
"380";1561627;"GoodwillImpairedAccumulatedImpairmentLoss";NA;NA;NA;0;NA;NA;"Exone CO"
"381";1561627;"GoodwillImpairmentLoss";NA;NA;NA;0;4419000;0;"Exone CO"
"382";1561627;"GoodwillTranslationAdjustments";NA;NA;NA;-427000;-246000;NA;"Exone CO"
"383";1561627;"GrossProfit";NA;NA;15573000;10457000;8343000;14162000;"Exone CO"
"384";1561627;"ImpairedAssetsToBeDisposedOfByMethodOtherThanSaleAmountOfImpairmentLoss";NA;NA;0;0;0;0;"Exone CO"
"385";1561627;"IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic";NA;NA;NA;-15683000;-13138000;-15585000;"Exone CO"
"386";1561627;"IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest";NA;NA;-5947000;-21684000;-26038000;-14531000;"Exone CO"
"387";1561627;"IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign";NA;NA;NA;-6001000;-12900000;1054000;"Exone CO"
"388";1561627;"IncomeTaxExpenseBenefit";NA;NA;370000;159000;-173000;67000;"Exone CO"
"389";1561627;"IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance";NA;NA;2029000;6980000;9173000;5300000;"Exone CO"
"390";1561627;"IncomeTaxReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary";NA;NA;NA;NA;2746000;-269000;"Exone CO"
"391";1561627;"IncomeTaxReconciliationForeignIncomeTaxRateDifferential";NA;NA;-95000;-154000;648000;-97000;"Exone CO"
"392";1561627;"IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate";NA;NA;-2022000;-7373000;-8853000;-4941000;"Exone CO"
"393";1561627;"IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses";NA;NA;NA;NA;1031000;NA;"Exone CO"
"394";1561627;"IncomeTaxReconciliationOtherAdjustments";NA;NA;135000;496000;574000;292000;"Exone CO"
"395";1561627;"IncomeTaxReconciliationTaxContingencies";NA;NA;323000;210000;NA;NA;"Exone CO"
"396";1561627;"IncomeTaxesPaid";NA;NA;1334000;916000;0;NA;"Exone CO"
"397";1561627;"IncreaseDecreaseInAccountsPayable";NA;NA;-1100000;-97000;1654000;-1281000;"Exone CO"
"398";1561627;"IncreaseDecreaseInAccountsReceivable";NA;NA;671000;7162000;-4567000;-3316000;"Exone CO"
"399";1561627;"IncreaseDecreaseInAccruedLiabilities";NA;NA;937000;1861000;-823000;-1211000;"Exone CO"
"400";1561627;"IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits";NA;NA;-3707000;-17000;6320000;439000;"Exone CO"
"401";1561627;"IncreaseDecreaseInInventories";NA;NA;8083000;9098000;8021000;-2497000;"Exone CO"
"402";1561627;"IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets";NA;NA;4334000;377000;-703000;-1024000;"Exone CO"
"403";1561627;"IncreaseDecreaseInRestrictedCashAndInvestments";NA;NA;NA;NA;330000;NA;"Exone CO"
"404";1561627;"InterestExpense";NA;NA;372000;144000;152000;298000;"Exone CO"
"405";1561627;"InterestPaidNet";NA;NA;310000;144000;122000;88000;"Exone CO"
"406";1561627;"InventoryFinishedGoods";NA;NA;554000;1955000;NA;NA;"Exone CO"
"407";1561627;"InventoryFinishedGoodsNetOfReserves";NA;NA;NA;NA;4324000;3243000;"Exone CO"
"408";1561627;"InventoryNet";NA;NA;12764000;17014000;19839000;15838000;"Exone CO"
"409";1561627;"InventoryRawMaterials";NA;NA;6253000;10838000;NA;NA;"Exone CO"
"410";1561627;"InventoryRawMaterialsNetOfReserves";NA;NA;NA;NA;9467000;7429000;"Exone CO"
"411";1561627;"InventoryValuationReserves";NA;NA;750000;1241000;1909000;1517000;"Exone CO"
"412";1561627;"InventoryWorkInProcess";NA;NA;5957000;4221000;NA;NA;"Exone CO"
"413";1561627;"InventoryWorkInProcessNetOfReserves";NA;NA;NA;NA;6048000;5166000;"Exone CO"
"414";1561627;"Liabilities";NA;NA;11735000;14885000;18885000;16398000;"Exone CO"
"415";1561627;"LiabilitiesAndStockholdersEquity";NA;NA;158435000;133430000;107958000;104178000;"Exone CO"
"416";1561627;"LiabilitiesCurrent";NA;NA;8734000;12357000;16964000;14735000;"Exone CO"
"417";1561627;"LiabilitiesFairValueDisclosureRecurring";NA;NA;NA;NA;NA;0;"Exone CO"
"418";1561627;"LiabilityForUncertainTaxPositionsCurrent";NA;NA;768000;871000;781000;754000;"Exone CO"
"419";1561627;"LicenseCosts";NA;NA;218000;NA;NA;NA;"Exone CO"
"420";1561627;"LimitedLiabilityCompanyLLCPreferredUnitIssued";NA;NA;18983602;NA;NA;NA;"Exone CO"
"421";1561627;"LimitedLiabilityCompanyLLCPreferredUnitOutstanding";NA;NA;18983602;NA;NA;NA;"Exone CO"
"422";1561627;"LineOfCreditFacilityMaximumBorrowingCapacity";NA;NA;1790000;7e+05;NA;NA;"Exone CO"
"423";1561627;"LineOfCreditFacilityRemainingBorrowingCapacity";NA;NA;688000;NA;NA;NA;"Exone CO"
"424";1561627;"LongTermDebt";NA;NA;2209000;2082000;1950000;1776000;"Exone CO"
"425";1561627;"LongTermDebtCurrent";NA;NA;127000;132000;138000;132000;"Exone CO"
"426";1561627;"LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive";NA;NA;1530000;1379000;1223000;1061000;"Exone CO"
"427";1561627;"LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths";NA;NA;127000;132000;138000;138000;"Exone CO"
"428";1561627;"LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive";NA;NA;143000;151000;158000;165000;"Exone CO"
"429";1561627;"LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour";NA;NA;139000;143000;150000;157000;"Exone CO"
"430";1561627;"LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree";NA;NA;138000;139000;142000;149000;"Exone CO"
"431";1561627;"LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo";NA;NA;132000;138000;139000;142000;"Exone CO"
"432";1561627;"LongTermDebtNoncurrent";NA;NA;2082000;1950000;1812000;1644000;"Exone CO"
"433";1561627;"MinimumLeasePaymentsSaleLeasebackTransactions";NA;NA;1024000;NA;NA;NA;"Exone CO"
"434";1561627;"MinimumLeasePaymentsSaleLeasebackTransactionsWithinFourYears";NA;NA;57000;NA;NA;NA;"Exone CO"
"435";1561627;"MinimumLeasePaymentsSaleLeasebackTransactionsWithinOneYear";NA;NA;549000;NA;NA;NA;"Exone CO"
"436";1561627;"MinimumLeasePaymentsSaleLeasebackTransactionsWithinThreeYears";NA;NA;59000;NA;NA;NA;"Exone CO"
"437";1561627;"MinimumLeasePaymentsSaleLeasebackTransactionsWithinTwoYears";NA;NA;359000;NA;NA;NA;"Exone CO"
"438";1561627;"NetCashProvidedByUsedInFinancingActivities";NA;NA;137512000;NA;NA;NA;"Exone CO"
"439";1561627;"NetCashProvidedByUsedInFinancingActivitiesContinuingOperations";NA;NA;NA;-677000;-670000;12822000;"Exone CO"
"440";1561627;"NetCashProvidedByUsedInInvestingActivities";NA;NA;-21638000;NA;NA;NA;"Exone CO"
"441";1561627;"NetCashProvidedByUsedInInvestingActivitiesContinuingOperations";NA;NA;NA;-32236000;-5078000;-1272000;"Exone CO"
"442";1561627;"NetCashProvidedByUsedInOperatingActivities";NA;NA;-20192000;NA;NA;NA;"Exone CO"
"443";1561627;"NetCashProvidedByUsedInOperatingActivitiesContinuingOperations";NA;NA;NA;-28932000;-10722000;-2652000;"Exone CO"
"444";1561627;"NetIncomeLoss";NA;NA;-6455000;-21843000;-25865000;-14598000;"Exone CO"
"445";1561627;"NetIncomeLossAttributableToNoncontrollingInterest";NA;NA;138000;NA;0;NA;"Exone CO"
"446";1561627;"NetIncomeLossAvailableToCommonStockholdersBasic";NA;NA;-6607000;-21843000;-25865000;NA;"Exone CO"
"447";1561627;"NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification";NA;NA;0;0;NA;NA;"Exone CO"
"448";1561627;"NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1";NA;NA;282000;89000;0;NA;"Exone CO"
"449";1561627;"NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1";NA;NA;NA;9530000;0;NA;"Exone CO"
